seqnames	start	end	width	strand	genoT	deltaW	ID
chr11	78352296	78391435	39140	*	cc-wc	64	zeid_RECQ5_UV300s_hoechst3_cluster15_well37_S527_.trimmed.mdup.bam
chr12	62506124	62518739	12616	*	ww-wc	89	zeid_RECQ5_UV300s_hoechst3_cluster15_well37_S527_.trimmed.mdup.bam
chr12	64110845	64116900	6056	*	wc-ww	100	zeid_RECQ5_UV300s_hoechst3_cluster15_well37_S527_.trimmed.mdup.bam
chr13	18950975	18976656	25682	*	wc-ww	56	zeid_RECQ5_UV300s_hoechst3_cluster15_well37_S527_.trimmed.mdup.bam
chr14	20544772	20555100	10329	*	wc-cc	57	zeid_RECQ5_UV300s_hoechst3_cluster15_well37_S527_.trimmed.mdup.bam
chr14	81518289	81544277	25989	*	cc-wc	69	zeid_RECQ5_UV300s_hoechst3_cluster15_well37_S527_.trimmed.mdup.bam
chr15	22298878	22839050	540173	*	wc-ww	58	zeid_RECQ5_UV300s_hoechst3_cluster15_well37_S527_.trimmed.mdup.bam
chr15	72626095	72629301	3207	*	ww-cc	65	zeid_RECQ5_UV300s_hoechst3_cluster15_well37_S527_.trimmed.mdup.bam
chr15	72753636	72755255	1620	*	cc-wc	46	zeid_RECQ5_UV300s_hoechst3_cluster15_well37_S527_.trimmed.mdup.bam
chr15	73799573	73815759	16187	*	wc-cc	46	zeid_RECQ5_UV300s_hoechst3_cluster15_well37_S527_.trimmed.mdup.bam
chr15	74045272	74058270	12999	*	cc-wc	73	zeid_RECQ5_UV300s_hoechst3_cluster15_well37_S527_.trimmed.mdup.bam
chr16	34170409	34572790	402382	*	cc-ww	128	zeid_RECQ5_UV300s_hoechst3_cluster15_well37_S527_.trimmed.mdup.bam
chr16	46401485	46433863	32379	*	ww-cc	124	zeid_RECQ5_UV300s_hoechst3_cluster15_well37_S527_.trimmed.mdup.bam
chr17	26771168	26785025	13858	*	ww-cc	30	zeid_RECQ5_UV300s_hoechst3_cluster15_well37_S527_.trimmed.mdup.bam
chr17	26885831	27127654	241824	*	cc-ww	28	zeid_RECQ5_UV300s_hoechst3_cluster15_well37_S527_.trimmed.mdup.bam
chr21	10419323	10427322	8000	*	ww-cc	64	zeid_RECQ5_UV300s_hoechst3_cluster15_well37_S527_.trimmed.mdup.bam
chr21	10813641	12991155	2177515	*	cc-ww	103	zeid_RECQ5_UV300s_hoechst3_cluster15_well37_S527_.trimmed.mdup.bam
chr22	23274420	23296685	22266	*	wc-ww	84	zeid_RECQ5_UV300s_hoechst3_cluster15_well37_S527_.trimmed.mdup.bam
chr1	146126357	146333597	207241	*	cc-ww	146	zeid_RECQ5_UV300s_hoechst3_cluster15_well32_S522_.trimmed.mdup.bam
chr1	148707778	148825910	118133	*	ww-cc	161	zeid_RECQ5_UV300s_hoechst3_cluster15_well32_S522_.trimmed.mdup.bam
chr2	88955959	88993033	37075	*	cc-wc	47	zeid_RECQ5_UV300s_hoechst3_cluster15_well32_S522_.trimmed.mdup.bam
chr2	91747606	91768671	21066	*	wc-cc	52	zeid_RECQ5_UV300s_hoechst3_cluster15_well32_S522_.trimmed.mdup.bam
chr3	194002545	194003675	1131	*	wc-ww	71	zeid_RECQ5_UV300s_hoechst3_cluster15_well32_S522_.trimmed.mdup.bam
chr4	20436429	20440288	3860	*	ww-wc	94	zeid_RECQ5_UV300s_hoechst3_cluster15_well32_S522_.trimmed.mdup.bam
chr6	39680365	39680525	161	*	wc-cc	93	zeid_RECQ5_UV300s_hoechst3_cluster15_well32_S522_.trimmed.mdup.bam
chr9	39069457	39082743	13287	*	ww-wc	97	zeid_RECQ5_UV300s_hoechst3_cluster15_well32_S522_.trimmed.mdup.bam
chr9	67773669	67829473	55805	*	wc-ww	79	zeid_RECQ5_UV300s_hoechst3_cluster15_well32_S522_.trimmed.mdup.bam
chr9	130797568	130807694	10127	*	ww-cc	165	zeid_RECQ5_UV300s_hoechst3_cluster15_well32_S522_.trimmed.mdup.bam
chr12	62874025	62878956	4932	*	cc-ww	158	zeid_RECQ5_UV300s_hoechst3_cluster15_well32_S522_.trimmed.mdup.bam
chr12	63862847	63865809	2963	*	ww-cc	161	zeid_RECQ5_UV300s_hoechst3_cluster15_well32_S522_.trimmed.mdup.bam
chr13	18638543	18663915	25373	*	ww-cc	124	zeid_RECQ5_UV300s_hoechst3_cluster15_well32_S522_.trimmed.mdup.bam
chr14	19956442	19970075	13634	*	wc-ww	86	zeid_RECQ5_UV300s_hoechst3_cluster15_well32_S522_.trimmed.mdup.bam
chr15	21269124	21539403	270280	*	wc-cc	70	zeid_RECQ5_UV300s_hoechst3_cluster15_well32_S522_.trimmed.mdup.bam
chr15	60857727	60862229	4503	*	cc-wc	52	zeid_RECQ5_UV300s_hoechst3_cluster15_well32_S522_.trimmed.mdup.bam
chr18	7536611	7584380	47770	*	wc-ww	69	zeid_RECQ5_UV300s_hoechst3_cluster15_well32_S522_.trimmed.mdup.bam
chr20	26272129	26453594	181466	*	cc-ww	95	zeid_RECQ5_UV300s_hoechst3_cluster15_well32_S522_.trimmed.mdup.bam
chr20	29197146	29206897	9752	*	ww-wc	63	zeid_RECQ5_UV300s_hoechst3_cluster15_well32_S522_.trimmed.mdup.bam
chr20	30418209	30537205	118997	*	wc-cc	44	zeid_RECQ5_UV300s_hoechst3_cluster15_well32_S522_.trimmed.mdup.bam
chr21	10352545	10353417	873	*	cc-ww	121	zeid_RECQ5_UV300s_hoechst3_cluster15_well32_S522_.trimmed.mdup.bam
chr21	10813567	12977947	2164381	*	ww-cc	139	zeid_RECQ5_UV300s_hoechst3_cluster15_well32_S522_.trimmed.mdup.bam
chr22	16033596	16035761	2166	*	wc-cc	72	zeid_RECQ5_UV300s_hoechst3_cluster15_well32_S522_.trimmed.mdup.bam
chr22	23280083	23297918	17836	*	cc-ww	153	zeid_RECQ5_UV300s_hoechst3_cluster15_well32_S522_.trimmed.mdup.bam
chrX	77045273	77050563	5291	*	wc-ww	72	zeid_RECQ5_UV300s_hoechst3_cluster15_well32_S522_.trimmed.mdup.bam
chr1	125176288	125180036	3749	*	cc-wc	70	zeid_RECQ5_UV300s_hoechst3_cluster15_well31_S521_.trimmed.mdup.bam
chr1	145706722	145731393	24672	*	wc-ww	109	zeid_RECQ5_UV300s_hoechst3_cluster15_well31_S521_.trimmed.mdup.bam
chr1	148917231	148978871	61641	*	ww-cc	126	zeid_RECQ5_UV300s_hoechst3_cluster15_well31_S521_.trimmed.mdup.bam
chr4	162858346	162881279	22934	*	wc-cc	80	zeid_RECQ5_UV300s_hoechst3_cluster15_well31_S521_.trimmed.mdup.bam
chr5	143237637	143264870	27234	*	wc-cc	46	zeid_RECQ5_UV300s_hoechst3_cluster15_well31_S521_.trimmed.mdup.bam
chr5	143378127	143382064	3938	*	cc-wc	46	zeid_RECQ5_UV300s_hoechst3_cluster15_well31_S521_.trimmed.mdup.bam
chr5	143718419	143785845	67427	*	wc-cc	74	zeid_RECQ5_UV300s_hoechst3_cluster15_well31_S521_.trimmed.mdup.bam
chr6	134958704	135026783	68080	*	ww-wc	23	zeid_RECQ5_UV300s_hoechst3_cluster15_well31_S521_.trimmed.mdup.bam
chr6	135467120	135633599	166480	*	wc-ww	36	zeid_RECQ5_UV300s_hoechst3_cluster15_well31_S521_.trimmed.mdup.bam
chr7	39116901	39180134	63234	*	wc-cc	94	zeid_RECQ5_UV300s_hoechst3_cluster15_well31_S521_.trimmed.mdup.bam
chr7	103070648	103079955	9308	*	cc-wc	90	zeid_RECQ5_UV300s_hoechst3_cluster15_well31_S521_.trimmed.mdup.bam
chr9	66888442	66894568	6127	*	wc-cc	84	zeid_RECQ5_UV300s_hoechst3_cluster15_well31_S521_.trimmed.mdup.bam
chr9	130916375	130918071	1697	*	cc-wc	87	zeid_RECQ5_UV300s_hoechst3_cluster15_well31_S521_.trimmed.mdup.bam
chr12	62636747	62695914	59168	*	cc-ww	124	zeid_RECQ5_UV300s_hoechst3_cluster15_well31_S521_.trimmed.mdup.bam
chr12	63987097	64087212	100116	*	ww-cc	124	zeid_RECQ5_UV300s_hoechst3_cluster15_well31_S521_.trimmed.mdup.bam
chr13	39297581	39327478	29898	*	wc-ww	96	zeid_RECQ5_UV300s_hoechst3_cluster15_well31_S521_.trimmed.mdup.bam
chr15	22256954	22260955	4002	*	wc-ww	61	zeid_RECQ5_UV300s_hoechst3_cluster15_well31_S521_.trimmed.mdup.bam
chr15	60871766	60872760	995	*	ww-wc	75	zeid_RECQ5_UV300s_hoechst3_cluster15_well31_S521_.trimmed.mdup.bam
chr15	72613856	72671998	58143	*	wc-ww	79	zeid_RECQ5_UV300s_hoechst3_cluster15_well31_S521_.trimmed.mdup.bam
chr15	74065339	74102627	37289	*	ww-wc	57	zeid_RECQ5_UV300s_hoechst3_cluster15_well31_S521_.trimmed.mdup.bam
chr15	89512313	89542637	30325	*	wc-ww	64	zeid_RECQ5_UV300s_hoechst3_cluster15_well31_S521_.trimmed.mdup.bam
chr16	46401386	46410699	9314	*	wc-ww	132	zeid_RECQ5_UV300s_hoechst3_cluster15_well31_S521_.trimmed.mdup.bam
chr19	57127351	57150874	23524	*	cc-wc	61	zeid_RECQ5_UV300s_hoechst3_cluster15_well31_S521_.trimmed.mdup.bam
chr20	26342897	28557736	2214840	*	ww-wc	84	zeid_RECQ5_UV300s_hoechst3_cluster15_well31_S521_.trimmed.mdup.bam
chr20	30391801	30468982	77182	*	wc-ww	59	zeid_RECQ5_UV300s_hoechst3_cluster15_well31_S521_.trimmed.mdup.bam
chr22	23196848	23208387	11540	*	wc-cc	68	zeid_RECQ5_UV300s_hoechst3_cluster15_well31_S521_.trimmed.mdup.bam
chr1	119722186	119724873	2688	*	ww-wc	50	zeid_RECQ5_UV300s_hoechst3_cluster15_well30_S520_.trimmed.mdup.bam
chr1	149951927	149953597	1671	*	wc-ww	89	zeid_RECQ5_UV300s_hoechst3_cluster15_well30_S520_.trimmed.mdup.bam
chr2	99529802	99567727	37926	*	cc-wc	76	zeid_RECQ5_UV300s_hoechst3_cluster15_well30_S520_.trimmed.mdup.bam
chr2	128783318	128799005	15688	*	wc-ww	59	zeid_RECQ5_UV300s_hoechst3_cluster15_well30_S520_.trimmed.mdup.bam
chr2	213900087	213917976	17890	*	ww-wc	74	zeid_RECQ5_UV300s_hoechst3_cluster15_well30_S520_.trimmed.mdup.bam
chr4	37836057	37859310	23254	*	wc-cc	74	zeid_RECQ5_UV300s_hoechst3_cluster15_well30_S520_.trimmed.mdup.bam
chr9	4395618	4416375	20758	*	cc-wc	67	zeid_RECQ5_UV300s_hoechst3_cluster15_well30_S520_.trimmed.mdup.bam
chr10	111155256	111165143	9888	*	wc-ww	66	zeid_RECQ5_UV300s_hoechst3_cluster15_well30_S520_.trimmed.mdup.bam
chr12	110132639	110132958	320	*	ww-wc	82	zeid_RECQ5_UV300s_hoechst3_cluster15_well30_S520_.trimmed.mdup.bam
chr13	74139187	74161799	22613	*	ww-wc	74	zeid_RECQ5_UV300s_hoechst3_cluster15_well30_S520_.trimmed.mdup.bam
chr15	60819072	60821538	2467	*	ww-wc	75	zeid_RECQ5_UV300s_hoechst3_cluster15_well30_S520_.trimmed.mdup.bam
chr15	72592262	72602661	10400	*	wc-ww	92	zeid_RECQ5_UV300s_hoechst3_cluster15_well30_S520_.trimmed.mdup.bam
chr15	74062936	74118601	55666	*	ww-wc	77	zeid_RECQ5_UV300s_hoechst3_cluster15_well30_S520_.trimmed.mdup.bam
chr15	89249426	89346710	97285	*	wc-ww	67	zeid_RECQ5_UV300s_hoechst3_cluster15_well30_S520_.trimmed.mdup.bam
chr16	34280703	34571774	291072	*	ww-cc	133	zeid_RECQ5_UV300s_hoechst3_cluster15_well30_S520_.trimmed.mdup.bam
chr16	46401426	46445256	43831	*	cc-ww	146	zeid_RECQ5_UV300s_hoechst3_cluster15_well30_S520_.trimmed.mdup.bam
chr18	75168077	75203596	35520	*	wc-cc	74	zeid_RECQ5_UV300s_hoechst3_cluster15_well30_S520_.trimmed.mdup.bam
chr20	14669918	14776375	106458	*	ww-wc	66	zeid_RECQ5_UV300s_hoechst3_cluster15_well30_S520_.trimmed.mdup.bam
chr1	143706169	143709461	3293	*	cc-wc	84	zeid_RECQ5_UV300s_hoechst3_cluster15_well27_S517_.trimmed.mdup.bam
chr1	148438674	148982592	543919	*	wc-cc	104	zeid_RECQ5_UV300s_hoechst3_cluster15_well27_S517_.trimmed.mdup.bam
chr2	17817539	17822425	4887	*	wc-ww	72	zeid_RECQ5_UV300s_hoechst3_cluster15_well27_S517_.trimmed.mdup.bam
chr4	20340901	20349339	8439	*	wc-cc	75	zeid_RECQ5_UV300s_hoechst3_cluster15_well27_S517_.trimmed.mdup.bam
chr8	37658388	37661192	2805	*	wc-cc	30	zeid_RECQ5_UV300s_hoechst3_cluster15_well27_S517_.trimmed.mdup.bam
chr8	43896492	43914791	18300	*	cc-wc	44	zeid_RECQ5_UV300s_hoechst3_cluster15_well27_S517_.trimmed.mdup.bam
chr11	115546748	115587956	41209	*	wc-ww	32	zeid_RECQ5_UV300s_hoechst3_cluster15_well27_S517_.trimmed.mdup.bam
chr11	119888055	119917140	29086	*	ww-wc	26	zeid_RECQ5_UV300s_hoechst3_cluster15_well27_S517_.trimmed.mdup.bam
chr12	51539204	51574816	35613	*	ww-wc	68	zeid_RECQ5_UV300s_hoechst3_cluster15_well27_S517_.trimmed.mdup.bam
chr15	60798911	60805346	6436	*	ww-wc	72	zeid_RECQ5_UV300s_hoechst3_cluster15_well27_S517_.trimmed.mdup.bam
chr15	72599375	72716424	117050	*	wc-ww	71	zeid_RECQ5_UV300s_hoechst3_cluster15_well27_S517_.trimmed.mdup.bam
chr15	74122930	74131773	8844	*	ww-wc	75	zeid_RECQ5_UV300s_hoechst3_cluster15_well27_S517_.trimmed.mdup.bam
chr15	89171546	89206121	34576	*	wc-ww	69	zeid_RECQ5_UV300s_hoechst3_cluster15_well27_S517_.trimmed.mdup.bam
chr17	30685396	30883423	198028	*	wc-ww	57	zeid_RECQ5_UV300s_hoechst3_cluster15_well27_S517_.trimmed.mdup.bam
chr17	71185628	71194020	8393	*	ww-wc	79	zeid_RECQ5_UV300s_hoechst3_cluster15_well27_S517_.trimmed.mdup.bam
chr20	21863812	21872794	8983	*	ww-wc	71	zeid_RECQ5_UV300s_hoechst3_cluster15_well27_S517_.trimmed.mdup.bam
chr21	13007594	13029795	22202	*	wc-ww	73	zeid_RECQ5_UV300s_hoechst3_cluster15_well27_S517_.trimmed.mdup.bam
chr1	61766377	61801682	35306	*	cc-wc	73	zeid_RECQ5_UV300s_hoechst3_cluster15_well26_S516_.trimmed.mdup.bam
chr1	145728479	145775913	47435	*	wc-cc	83	zeid_RECQ5_UV300s_hoechst3_cluster15_well26_S516_.trimmed.mdup.bam
chr1	148930504	148989816	59313	*	cc-ww	120	zeid_RECQ5_UV300s_hoechst3_cluster15_well26_S516_.trimmed.mdup.bam
chr3	151493434	151496764	3331	*	cc-wc	84	zeid_RECQ5_UV300s_hoechst3_cluster15_well26_S516_.trimmed.mdup.bam
chr5	115498856	115501288	2433	*	ww-wc	73	zeid_RECQ5_UV300s_hoechst3_cluster15_well26_S516_.trimmed.mdup.bam
chr5	159251030	159337976	86947	*	wc-cc	65	zeid_RECQ5_UV300s_hoechst3_cluster15_well26_S516_.trimmed.mdup.bam
chr9	38518603	38534689	16087	*	cc-wc	53	zeid_RECQ5_UV300s_hoechst3_cluster15_well26_S516_.trimmed.mdup.bam
chr9	64387495	64455574	68080	*	wc-cc	60	zeid_RECQ5_UV300s_hoechst3_cluster15_well26_S516_.trimmed.mdup.bam
chr9	129844828	129872813	27986	*	cc-wc	38	zeid_RECQ5_UV300s_hoechst3_cluster15_well26_S516_.trimmed.mdup.bam
chr9	130102239	130177636	75398	*	wc-cc	37	zeid_RECQ5_UV300s_hoechst3_cluster15_well26_S516_.trimmed.mdup.bam
chr9	130761579	130837826	76248	*	cc-wc	58	zeid_RECQ5_UV300s_hoechst3_cluster15_well26_S516_.trimmed.mdup.bam
chr12	62404587	62419103	14517	*	ww-wc	88	zeid_RECQ5_UV300s_hoechst3_cluster15_well26_S516_.trimmed.mdup.bam
chr12	63852022	63885894	33873	*	wc-ww	88	zeid_RECQ5_UV300s_hoechst3_cluster15_well26_S516_.trimmed.mdup.bam
chr12	122822944	122856722	33779	*	ww-wc	52	zeid_RECQ5_UV300s_hoechst3_cluster15_well26_S516_.trimmed.mdup.bam
chr13	19419830	19445732	25903	*	wc-cc	67	zeid_RECQ5_UV300s_hoechst3_cluster15_well26_S516_.trimmed.mdup.bam
chr13	52023014	52137936	114923	*	cc-wc	74	zeid_RECQ5_UV300s_hoechst3_cluster15_well26_S516_.trimmed.mdup.bam
chr13	99072645	99112758	40114	*	wc-cc	71	zeid_RECQ5_UV300s_hoechst3_cluster15_well26_S516_.trimmed.mdup.bam
chr15	22275813	22795048	519236	*	wc-ww	58	zeid_RECQ5_UV300s_hoechst3_cluster15_well26_S516_.trimmed.mdup.bam
chr15	72626349	72674078	47730	*	ww-wc	61	zeid_RECQ5_UV300s_hoechst3_cluster15_well26_S516_.trimmed.mdup.bam
chr15	74045505	74054196	8692	*	wc-ww	80	zeid_RECQ5_UV300s_hoechst3_cluster15_well26_S516_.trimmed.mdup.bam
chr19	24418064	27254647	2836584	*	wc-ww	80	zeid_RECQ5_UV300s_hoechst3_cluster15_well26_S516_.trimmed.mdup.bam
chr21	10806914	12970192	2163279	*	wc-cc	83	zeid_RECQ5_UV300s_hoechst3_cluster15_well26_S516_.trimmed.mdup.bam
chr22	23235650	23238579	2930	*	wc-cc	63	zeid_RECQ5_UV300s_hoechst3_cluster15_well26_S516_.trimmed.mdup.bam
chrX	24704170	24779367	75198	*	cc-wc	61	zeid_RECQ5_UV300s_hoechst3_cluster15_well26_S516_.trimmed.mdup.bam
chr1	67353998	67356600	2603	*	ww-wc	80	zeid_RECQ5_UV300s_hoechst3_cluster15_well25_S515_.trimmed.mdup.bam
chr4	140144664	140168203	23540	*	ww-wc	23	zeid_RECQ5_UV300s_hoechst3_cluster15_well25_S515_.trimmed.mdup.bam
chr4	140289292	140294462	5171	*	wc-ww	36	zeid_RECQ5_UV300s_hoechst3_cluster15_well25_S515_.trimmed.mdup.bam
chr5	14643272	14679946	36675	*	cc-wc	63	zeid_RECQ5_UV300s_hoechst3_cluster15_well25_S515_.trimmed.mdup.bam
chr6	119008565	119039202	30638	*	cc-wc	73	zeid_RECQ5_UV300s_hoechst3_cluster15_well25_S515_.trimmed.mdup.bam
chr8	38009659	38014302	4644	*	wc-ww	51	zeid_RECQ5_UV300s_hoechst3_cluster15_well25_S515_.trimmed.mdup.bam
chr8	39225932	39228957	3026	*	ww-wc	53	zeid_RECQ5_UV300s_hoechst3_cluster15_well25_S515_.trimmed.mdup.bam
chr8	80971538	80973878	2341	*	wc-cc	36	zeid_RECQ5_UV300s_hoechst3_cluster15_well25_S515_.trimmed.mdup.bam
chr9	130788036	130793018	4983	*	wc-ww	78	zeid_RECQ5_UV300s_hoechst3_cluster15_well25_S515_.trimmed.mdup.bam
chr11	75134423	75137980	3558	*	wc-cc	31	zeid_RECQ5_UV300s_hoechst3_cluster15_well25_S515_.trimmed.mdup.bam
chr11	75946089	75968111	22023	*	cc-wc	31	zeid_RECQ5_UV300s_hoechst3_cluster15_well25_S515_.trimmed.mdup.bam
chr12	85781498	85785862	4365	*	wc-ww	78	zeid_RECQ5_UV300s_hoechst3_cluster15_well25_S515_.trimmed.mdup.bam
chr13	18621986	18636074	14089	*	cc-wc	46	zeid_RECQ5_UV300s_hoechst3_cluster15_well25_S515_.trimmed.mdup.bam
chr15	22253327	22255604	2278	*	wc-ww	69	zeid_RECQ5_UV300s_hoechst3_cluster15_well25_S515_.trimmed.mdup.bam
chr15	72614635	72674944	60310	*	ww-wc	71	zeid_RECQ5_UV300s_hoechst3_cluster15_well25_S515_.trimmed.mdup.bam
chr15	74059082	74115041	55960	*	wc-ww	78	zeid_RECQ5_UV300s_hoechst3_cluster15_well25_S515_.trimmed.mdup.bam
chr16	21338819	21370480	31662	*	wc-cc	119	zeid_RECQ5_UV300s_hoechst3_cluster15_well25_S515_.trimmed.mdup.bam
chr16	22774167	22785655	11489	*	cc-ww	113	zeid_RECQ5_UV300s_hoechst3_cluster15_well25_S515_.trimmed.mdup.bam
chr16	34280246	34571710	291465	*	ww-cc	152	zeid_RECQ5_UV300s_hoechst3_cluster15_well25_S515_.trimmed.mdup.bam
chr16	46400930	46402127	1198	*	cc-ww	148	zeid_RECQ5_UV300s_hoechst3_cluster15_well25_S515_.trimmed.mdup.bam
chr19	3402017	3419151	17135	*	wc-ww	38	zeid_RECQ5_UV300s_hoechst3_cluster15_well25_S515_.trimmed.mdup.bam
chr20	21880168	21905272	25105	*	wc-ww	45	zeid_RECQ5_UV300s_hoechst3_cluster15_well25_S515_.trimmed.mdup.bam
chr20	22538811	22546122	7312	*	ww-wc	69	zeid_RECQ5_UV300s_hoechst3_cluster15_well25_S515_.trimmed.mdup.bam
chr21	9992866	10003181	10316	*	ww-wc	63	zeid_RECQ5_UV300s_hoechst3_cluster15_well25_S515_.trimmed.mdup.bam
chr21	13010136	13027910	17775	*	wc-ww	85	zeid_RECQ5_UV300s_hoechst3_cluster15_well25_S515_.trimmed.mdup.bam
chr22	16252356	16268721	16366	*	wc-ww	65	zeid_RECQ5_UV300s_hoechst3_cluster15_well25_S515_.trimmed.mdup.bam
chr22	23284001	23292772	8772	*	ww-wc	74	zeid_RECQ5_UV300s_hoechst3_cluster15_well25_S515_.trimmed.mdup.bam
chrX	67697154	67720017	22864	*	cc-wc	65	zeid_RECQ5_UV300s_hoechst3_cluster15_well25_S515_.trimmed.mdup.bam
chr1	88656589	88661388	4800	*	wc-ww	69	zeid_RECQ5_UV300s_hoechst3_cluster15_well24_S514_.trimmed.mdup.bam
chr1	145755420	145824151	68732	*	ww-cc	112	zeid_RECQ5_UV300s_hoechst3_cluster15_well24_S514_.trimmed.mdup.bam
chr1	148559810	149125773	565964	*	cc-ww	135	zeid_RECQ5_UV300s_hoechst3_cluster15_well24_S514_.trimmed.mdup.bam
chr2	91591221	91788406	197186	*	ww-wc	43	zeid_RECQ5_UV300s_hoechst3_cluster15_well24_S514_.trimmed.mdup.bam
chr2	92005110	92230864	225755	*	wc-ww	46	zeid_RECQ5_UV300s_hoechst3_cluster15_well24_S514_.trimmed.mdup.bam
chr2	184495982	184499948	3967	*	ww-wc	75	zeid_RECQ5_UV300s_hoechst3_cluster15_well24_S514_.trimmed.mdup.bam
chr2	239196043	239202112	6070	*	wc-ww	72	zeid_RECQ5_UV300s_hoechst3_cluster15_well24_S514_.trimmed.mdup.bam
chr3	52713408	52718650	5243	*	wc-ww	73	zeid_RECQ5_UV300s_hoechst3_cluster15_well24_S514_.trimmed.mdup.bam
chr3	180574512	180581484	6973	*	ww-wc	65	zeid_RECQ5_UV300s_hoechst3_cluster15_well24_S514_.trimmed.mdup.bam
chr3	195316680	195344614	27935	*	wc-ww	70	zeid_RECQ5_UV300s_hoechst3_cluster15_well24_S514_.trimmed.mdup.bam
chr4	122052680	122067915	15236	*	wc-cc	75	zeid_RECQ5_UV300s_hoechst3_cluster15_well24_S514_.trimmed.mdup.bam
chr6	6395323	6436585	41263	*	wc-ww	71	zeid_RECQ5_UV300s_hoechst3_cluster15_well24_S514_.trimmed.mdup.bam
chr9	68614767	68691104	76338	*	wc-cc	53	zeid_RECQ5_UV300s_hoechst3_cluster15_well24_S514_.trimmed.mdup.bam
chr9	84265951	84279757	13807	*	cc-wc	84	zeid_RECQ5_UV300s_hoechst3_cluster15_well24_S514_.trimmed.mdup.bam
chr10	128332777	128349040	16264	*	wc-cc	85	zeid_RECQ5_UV300s_hoechst3_cluster15_well24_S514_.trimmed.mdup.bam
chr11	132145589	132171305	25717	*	wc-cc	68	zeid_RECQ5_UV300s_hoechst3_cluster15_well24_S514_.trimmed.mdup.bam
chr12	34708932	34794705	85774	*	cc-wc	88	zeid_RECQ5_UV300s_hoechst3_cluster15_well24_S514_.trimmed.mdup.bam
chr12	124301639	124432575	130937	*	wc-cc	63	zeid_RECQ5_UV300s_hoechst3_cluster15_well24_S514_.trimmed.mdup.bam
chr13	19490311	19508099	17789	*	wc-cc	53	zeid_RECQ5_UV300s_hoechst3_cluster15_well24_S514_.trimmed.mdup.bam
chr16	21010275	21035332	25058	*	cc-wc	104	zeid_RECQ5_UV300s_hoechst3_cluster15_well24_S514_.trimmed.mdup.bam
chr16	22695202	22713821	18620	*	wc-cc	104	zeid_RECQ5_UV300s_hoechst3_cluster15_well24_S514_.trimmed.mdup.bam
chr16	34571589	34572078	490	*	cc-ww	142	zeid_RECQ5_UV300s_hoechst3_cluster15_well24_S514_.trimmed.mdup.bam
chr16	46401113	46414723	13611	*	ww-cc	144	zeid_RECQ5_UV300s_hoechst3_cluster15_well24_S514_.trimmed.mdup.bam
chr20	26094347	26116121	21775	*	ww-wc	71	zeid_RECQ5_UV300s_hoechst3_cluster15_well24_S514_.trimmed.mdup.bam
chr20	30611271	30626911	15641	*	wc-ww	72	zeid_RECQ5_UV300s_hoechst3_cluster15_well24_S514_.trimmed.mdup.bam
chr1	123665314	123688929	23616	*	ww-wc	70	zeid_RECQ5_UV300s_hoechst3_cluster15_well23_S513_.trimmed.mdup.bam
chr1	148533747	149433432	899686	*	wc-ww	87	zeid_RECQ5_UV300s_hoechst3_cluster15_well23_S513_.trimmed.mdup.bam
chr1	168041088	168070830	29743	*	ww-wc	90	zeid_RECQ5_UV300s_hoechst3_cluster15_well23_S513_.trimmed.mdup.bam
chr2	45946205	46002855	56651	*	wc-cc	85	zeid_RECQ5_UV300s_hoechst3_cluster15_well23_S513_.trimmed.mdup.bam
chr2	63141867	63185361	43495	*	cc-wc	74	zeid_RECQ5_UV300s_hoechst3_cluster15_well23_S513_.trimmed.mdup.bam
chr3	3093135	3104631	11497	*	ww-wc	38	zeid_RECQ5_UV300s_hoechst3_cluster15_well23_S513_.trimmed.mdup.bam
chr4	90918276	91004344	86069	*	cc-wc	74	zeid_RECQ5_UV300s_hoechst3_cluster15_well23_S513_.trimmed.mdup.bam
chr4	138693086	138743979	50894	*	wc-ww	77	zeid_RECQ5_UV300s_hoechst3_cluster15_well23_S513_.trimmed.mdup.bam
chr5	75850181	75885859	35679	*	wc-ww	76	zeid_RECQ5_UV300s_hoechst3_cluster15_well23_S513_.trimmed.mdup.bam
chr8	16945587	16985073	39487	*	wc-ww	33	zeid_RECQ5_UV300s_hoechst3_cluster15_well23_S513_.trimmed.mdup.bam
chr8	17695948	17702623	6676	*	ww-wc	41	zeid_RECQ5_UV300s_hoechst3_cluster15_well23_S513_.trimmed.mdup.bam
chr9	39108032	39150880	42849	*	ww-wc	72	zeid_RECQ5_UV300s_hoechst3_cluster15_well23_S513_.trimmed.mdup.bam
chr9	68392146	68812649	420504	*	wc-ww	69	zeid_RECQ5_UV300s_hoechst3_cluster15_well23_S513_.trimmed.mdup.bam
chr9	130855631	130921223	65593	*	ww-wc	94	zeid_RECQ5_UV300s_hoechst3_cluster15_well23_S513_.trimmed.mdup.bam
chr13	66784532	66886403	101872	*	ww-wc	80	zeid_RECQ5_UV300s_hoechst3_cluster15_well23_S513_.trimmed.mdup.bam
chr15	61089884	61133229	43346	*	ww-wc	47	zeid_RECQ5_UV300s_hoechst3_cluster15_well23_S513_.trimmed.mdup.bam
chr15	88563823	88568233	4411	*	wc-ww	34	zeid_RECQ5_UV300s_hoechst3_cluster15_well23_S513_.trimmed.mdup.bam
chr15	88737151	88740261	3111	*	ww-wc	35	zeid_RECQ5_UV300s_hoechst3_cluster15_well23_S513_.trimmed.mdup.bam
